Ticker,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,WinLoss,ReturnPerc,RSI,RSI_STD,MACD,ATR_Filter,Sector,RelativeVolume,Multi_MA,Crossover,HeldOvernights
ALNT,2024-02-22,2024-02-23,28.150235512456938,28.130325317382812,125,-2.4887743842656462,0,-0.0007072834280663331,1.0,1.0,0.7,0.5,0.7332312346706213,0.3,0.5,1.0,0
BIGC,2024-02-22,2024-02-23,8.859999656677246,8.173106823648725,398,-273.3833475453514,0,-0.07752741079519698,1.0,0.8822371616495406,0.7,0.8,0.7332312346706213,0.7,0.5,1.0,0
ILLR,2024-02-22,2024-02-23,0.9504129886627197,0.9400830268859863,3716,-38.38613796234131,0,-0.010868918985701352,1.0,0.2735415094756276,0.7,0.8,0.7332312346706213,0.7,0.5,1.0,0
PRCH,2024-02-22,2024-02-23,2.9700000286102295,2.7799999713897705,1189,-225.91006803512573,0,-0.06397308262295434,1.0,0.5344110746930189,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
RXT,2024-02-22,2024-02-23,1.909999966621399,1.9600000381469727,1849,92.45013225078583,1,0.026178048376628463,1.0,0.2300632486060623,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
ICHR,2024-02-22,2024-02-23,44.18000030517578,43.119998931884766,79,-83.74010848999023,0,-0.023992787821842415,1.0,0.8387589007799754,0.7,0.5,0.7332312346706213,0.5,0.5,1.0,0
CRSR,2024-02-22,2024-02-23,13.5,12.850000381469727,261,-169.64990043640137,0,-0.048148119891131366,1.0,0.3170197703451928,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
OSS,2024-02-22,2024-02-23,2.9800000190734863,3.9198571954454695,1185,1113.7307540008,1,0.3153883122001438,1.0,0.5344110746930189,0.7,0.8,0.7332312346706213,1.0,0.5,1.0,0
CLFD,2024-02-22,2024-02-23,29.690000534057617,29.420000076293945,118,-31.86005401611328,0,-0.009093986288546959,1.0,1.0,0.7,0.5,0.7332312346706213,0.3,0.5,1.0,0
ROG,2024-02-22,2024-02-23,110.0999984741211,111.72000122070312,32,51.840087890625,1,0.014713921607935457,1.0,1.0,0.7,0.5,0.7332312346706213,0.7,0.5,0.5,0
INDI,2024-02-22,2024-02-23,7.25,6.678714207240514,487,-278.21618107386973,0,-0.07879804038061877,1.0,0.4474545529538885,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
BKSY,2024-02-22,2024-02-23,11.600000381469727,12.079999923706055,304,145.91986083984375,1,0.04137926952167151,1.0,0.577889335562584,0.7,0.8,0.7332312346706213,0.3,0.5,1.0,0
SPT,2024-02-22,2024-02-23,62.380001068115234,63.83000183105469,56,81.20004272460938,1,0.02324464152150525,1.0,1.0,0.3,0.5,0.7332312346706213,0.7,0.5,1.0,0
NOTE,2024-02-22,2024-02-23,1.6100000143051147,1.6699999570846558,2193,131.57987451553345,1,0.037267044873560036,1.0,0.7083241181712797,0.7,0.8,0.7332312346706213,0.3,0.5,1.0,0
SIMO,2024-02-22,2024-02-23,66.77506784608094,67.41910552978516,52,33.48995955261904,1,0.009644882505978782,1.0,1.0,0.7,0.5,0.7332312346706213,0.3,0.5,1.0,0
VERI,2024-02-22,2024-02-23,1.9700000286102295,1.7949999570846558,1793,-313.7751282453537,0,-0.08883252232693141,1.0,0.360498031214758,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
AAOI,2024-02-22,2024-02-23,19.969999313354492,16.70557110650199,176,-574.5393644060407,0,-0.16346661587862402,1.0,1.0,0.7,0.5,0.7332312346706213,0.5,0.5,1.0,0
CNDT,2024-02-22,2024-02-23,3.490000009536743,3.5,1012,10.119990348815918,1,0.0028653267724730517,1.0,0.9257154225191058,0.7,0.8,0.7332312346706213,0.5,0.5,0.5,0
UCTT,2024-02-22,2024-02-23,45.43000030517578,43.4900016784668,77,-149.3798942565918,0,-0.04270302913662897,1.0,0.7952806399104102,0.8999999999999999,0.5,0.7332312346706213,0.5,0.5,0.5,0
GSIT,2024-02-22,2024-02-23,2.549999952316284,2.28535704101835,1385,-366.530432147639,0,-0.10378153578298963,1.0,0.4039762920843232,0.7,0.8,0.7332312346706213,0.3,0.5,1.0,0
MEI,2024-02-22,2024-02-23,21.246931908248968,20.268645686873192,166,-162.39551274837868,0,-0.04604364647095059,1.0,0.9257154225191058,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
IMXI,2024-02-22,2024-02-23,20.989999771118164,21.959999084472656,168,162.9598846435547,1,0.04621244992528264,1.0,0.49093281382345366,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
MX,2024-02-22,2024-02-23,6.420000076293945,6.5,550,43.99995803833008,1,0.012461047158154555,1.0,1.0,0.7,0.8,0.7332312346706213,0.5,0.5,0.5,0
CAN,2024-02-22,2024-02-23,1.899999976158142,1.7899999618530273,1859,-204.4900265932083,0,-0.05789474509759633,1.0,0.360498031214758,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
XNET,2024-02-22,2024-02-23,1.5,1.4900000095367432,2354,-23.539977550506592,0,-0.006666660308837891,1.0,1.0,0.7,0.8,0.7332312346706213,0.5,0.5,0.5,0
GNSS,2024-02-22,2024-02-23,2.0799999237060547,1.9900000095367432,1698,-152.81985425949097,0,-0.043269191091581165,1.0,0.2300632486060623,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
AERG,2024-02-22,2024-02-23,1.774999976158142,1.9149999618530273,1990,278.59997153282166,1,0.07887323243682798,1.0,0.7083241181712797,0.7,0.8,0.7332312346706213,0.7,0.5,0.5,0
ALTS,2024-02-22,2024-02-23,0.9300000071525574,1.0299999713897705,3798,379.7998641729355,1,0.10752684243884003,1.0,0.7083241181712797,0.7,0.8,0.7332312346706213,0.3,0.5,1.0,0
INSG,2024-02-22,2024-02-23,3.1700000762939453,2.6257143446377347,1114,-606.3343050650186,0,-0.17169896484435937,1.0,1.0,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
IIIV,2024-02-22,2024-02-23,20.790000915527344,22.350000381469727,169,263.6399097442627,1,0.0750360460435224,1.0,0.2300632486060623,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,0
NEON,2024-02-23,2024-02-26,1.5099999904632568,1.6399999856948853,2329,302.7699888944626,1,0.08609271261766391,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
DQ,2024-02-23,2024-02-26,18.209999084472656,19.06999969482422,193,165.98011779785156,1,0.047226834354147214,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
NTCT,2024-02-23,2024-02-26,21.389999389648438,21.5,164,18.04010009765625,1,0.005142618676501535,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
NLST,2024-02-23,2024-02-26,1.5299999713897705,1.649999976158142,2278,273.36001086235046,1,0.0784313771322296,1.0,0.9416666666666668,0.7,0.8,1.0,0.3,0.5,0.5,0
YALA,2024-02-23,2024-02-26,4.909999847412109,5.090000152587891,709,127.6202163696289,1,0.03665994109361392,1.0,0.9416666666666668,0.7,0.8,1.0,0.3,0.5,0.5,0
AEYE,2024-02-22,2024-02-26,5.820000171661377,6.882857322692871,606,644.0914335250854,1,0.18262149822722273,1.0,0.9257154225191058,0.7,0.8,0.7332312346706213,0.3,0.5,1.0,1
AZ,2024-02-22,2024-02-26,3.3499999046325684,2.885267802647182,1054,-489.8276354925974,0,-0.13872600454188933,1.0,1.0,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,1
OUST,2024-02-23,2024-02-26,5.409999847412109,5.53000020980835,655,78.60023736953735,1,0.022181213637860412,1.0,0.8583333333333334,0.7,0.8,1.0,0.3,0.5,0.5,0
ML,2024-02-23,2024-02-26,46.9900016784668,52.06999969482422,74,375.9198532104492,1,0.10810806203238198,1.0,1.0,0.7,0.5,1.0,0.5,0.5,0.5,0
ACMR,2024-02-23,2024-02-26,20.549999237060547,21.600000381469727,169,177.45019340515137,1,0.05109494809691151,1.0,0.6083333333333334,0.7,0.5,1.0,0.5,0.5,1.0,0
INUV,2024-02-23,2024-02-26,0.38999998569488525,0.46071428060531616,8959,633.5293681025505,1,0.18131871154927148,1.0,0.44166666666666665,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,0
WNS,2024-02-23,2024-02-26,61.47999954223633,60.150001525878906,56,-74.47988891601562,0,-0.02163301929505908,1.0,1.0,0.8999999999999999,0.5,1.0,0.3,0.5,0.5,0
SONO,2024-02-23,2024-02-26,18.3799991607666,18.780000686645508,189,75.60028839111328,1,0.021762869648696045,1.0,0.9416666666666668,0.7,0.8,1.0,0.3,0.5,0.5,0
DRSHF,2024-02-23,2024-02-26,0.5246999859809875,0.49505001306533813,6590,-195.39332151412964,0,-0.056508430927847936,1.0,0.9,0.7,0.8,1.0,0.3,0.5,0.5,0
AEXAF,2024-02-23,2024-02-26,2.559999942779541,2.4619998931884766,1350,-132.300066947937,0,-0.03828127022716262,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
QNCCF,2024-02-23,2024-02-26,0.04439999908208847,0.050344286752598624,77352,459.80253988930144,1,0.13388035570721793,1.0,0.8583333333333334,0.7,0.8,1.0,0.3,0.5,1.0,0
PRKR,2024-02-23,2024-02-26,0.20000000298023224,0.1899999976158142,17269,-172.69009263813496,0,-0.0500000260770317,1.0,0.44166666666666665,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,0
XBOTF,2024-02-23,2024-02-26,0.07460000365972519,0.07750000059604645,46299,134.26695815473795,1,0.03887395166291258,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
BRCHF,2024-02-22,2024-02-26,0.2529999911785126,0.35499998873897964,13961,1424.0219659416807,1,0.40316205975081465,1.0,0.7952806399104102,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,1
AXTI,2024-02-23,2024-02-26,3.1600000858306885,4.034285681588309,1088,951.2227281842911,1,0.2766726493704483,1.0,0.4833333333333334,0.8999999999999999,0.8,1.0,1.0,0.5,0.5,0
PDFS,2024-02-22,2024-02-26,35.130001068115234,33.27428640638079,100,-185.57146617344458,0,-0.05282421307463988,1.0,0.7083241181712797,0.7,0.5,0.7332312346706213,0.7,0.5,1.0,1
MKFG,2024-02-26,2024-02-27,6.150000095367432,6.5,565,197.74994611740112,1,0.05691055271628538,1.0,0.64,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
CMTL,2024-02-26,2024-02-27,6.380000114440918,6.409999847412109,546,16.379854202270508,1,0.004702152418976923,1.0,0.48,0.7,0.8,1.0,0.3,0.5,1.0,0
ALAR,2024-02-26,2024-02-27,12.460000038146973,16.810000487736293,280,1218.0001258850095,1,0.34911720997364004,1.0,0.84,0.8999999999999999,0.5,1.0,0.3,0.5,1.0,0
WKEY,2024-02-26,2024-02-27,2.4700000286102295,2.7899999618530273,1413,452.15990567207336,1,0.12955462734259524,1.0,1.0,0.3,0.8,1.0,0.3,0.5,1.0,0
SCWX,2024-02-26,2024-02-27,6.75,6.730000019073486,517,-10.339990139007568,0,-0.0029629601372612845,1.0,0.8,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
ARBE,2024-02-26,2024-02-27,1.7100000381469727,1.9326428771018982,2057,457.97631973028183,1,0.13020048771238077,1.0,1.0,0.8999999999999999,0.8,1.0,0.7,0.5,0.0,0
RCAT,2024-02-26,2024-02-27,0.7099999785423279,0.7210000157356262,4955,54.505184292793274,1,0.015493010599637017,1.0,0.88,0.7,0.8,1.0,0.3,0.5,0.5,0
VNET,2024-02-26,2024-02-27,1.5299999713897705,1.659999966621399,2329,302.7699888944626,1,0.08496731873370125,1.0,0.84,0.7,0.8,1.0,0.3,0.5,0.5,0
BKSY,2024-02-26,2024-02-27,12.239999771118164,13.119999885559082,291,256.08003330230713,1,0.07189543553075795,1.0,0.92,0.7,0.8,1.0,0.3,0.5,0.5,0
BKKT,2024-02-26,2024-02-27,22.450000762939453,23.899999618530273,157,227.6498203277588,1,0.06458792010308008,1.0,1.0,0.8999999999999999,0.5,1.0,0.3,0.5,0.5,0
ASUR,2024-02-22,2024-02-27,10.119999885559082,9.608928510120936,349,-178.36391002791285,0,-0.05050112462623921,1.0,0.7952806399104102,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,2
GSIT,2024-02-26,2024-02-27,2.450000047683716,3.0371430090495517,1476,866.6230109759738,1,0.2396501836483366,1.0,0.72,0.7,0.8,1.0,0.3,0.5,1.0,0
MEI,2024-02-26,2024-02-27,20.425651562436954,20.696191787719727,176,47.61507964976795,1,0.013245120942937238,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
IMXI,2024-02-26,2024-02-27,22.040000915527344,21.111393996647426,163,-151.36292777742668,0,-0.0421327985619868,1.0,1.0,0.7,0.8,1.0,0.5,0.5,1.0,0
MX,2024-02-26,2024-02-27,6.480000019073486,6.519999980926514,554,22.15997886657715,1,0.006172833601124982,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
GNSS,2024-02-26,2024-02-27,2.009999990463257,1.9700000286102295,1788,-71.51993179321289,0,-0.019900478628265224,1.0,0.44000000000000006,0.7,0.8,1.0,0.3,0.5,1.0,0
PUBM,2024-02-22,2024-02-27,16.290000915527344,18.31350088119507,216,437.0759925842285,1,0.12421730214508213,1.0,1.0,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,2
DQ,2024-02-27,2024-02-28,19.18000030517578,20.860000610351562,197,330.9600601196289,1,0.0875912553933812,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
API,2024-02-27,2024-02-28,2.8499999046325684,3.26378561769213,1330,550.3349983692168,1,0.14518797435290026,1.0,0.5538461538461539,0.8999999999999999,0.8,1.0,0.5,0.5,1.0,0
NTCT,2024-02-27,2024-02-28,21.6299991607666,21.31999969482422,179,-55.48990440368652,0,-0.014331922236255693,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
YALA,2024-02-27,2024-02-28,5.090000152587891,5.059999942779541,768,-23.0401611328125,0,-0.005893950669745404,1.0,0.8615384615384616,0.7,0.8,1.0,0.3,0.5,0.5,0
INDI,2024-02-27,2024-02-28,6.329999923706055,6.074999809265137,626,-159.63007164001465,0,-0.040284378754245204,1.0,1.0,0.3,0.8,1.0,1.0,0.5,0.5,0
VERI,2024-02-27,2024-02-28,1.909999966621399,2.0450000762939453,2094,282.69022965431213,1,0.07068068692762766,1.0,0.7076923076923077,0.3,0.8,1.0,0.5,0.5,1.0,0
EGHT,2024-02-27,2024-02-28,2.759999990463257,2.700000047683716,1449,-86.93991708755493,0,-0.021739109777848306,1.0,0.7846153846153846,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
ACMR,2024-02-27,2024-02-28,21.940000534057617,25.906857899257115,181,718.0011831011092,1,0.18080479802366994,1.0,0.43846153846153846,0.7,0.5,1.0,0.7,0.5,1.0,0
DDD,2024-02-22,2024-02-28,5.130000114440918,4.704642942973546,688,-292.6457339695518,0,-0.0829156261166533,1.0,1.0,0.7,0.8,0.7332312346706213,0.3,0.5,1.0,3
WHEN,2024-02-27,2024-02-28,0.0001500000071246177,9.999999747378752e-05,26584100,-1329.2052565586346,0,-0.3333333818397151,1.0,0.43846153846153846,0.7,0.8,1.0,1.0,0.5,0.5,0
SONO,2024-02-27,2024-02-28,18.809999465942383,18.860000610351562,211,10.550241470336914,1,0.002658221468836954,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
PAYS,2024-02-23,2024-02-28,3.240000009536743,3.0300000565392633,1067,-224.069949848311,0,-0.06481480011708572,1.0,0.9416666666666668,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,2
DAKT,2024-02-23,2024-02-28,8.010000228881836,7.566428865705218,430,-190.73568616594576,0,-0.055377197316077834,1.0,0.44166666666666665,0.7,0.8,1.0,0.5,0.5,1.0,2
AEXAF,2024-02-27,2024-02-28,2.494999885559082,2.5799999237060547,1619,137.61506175994873,1,0.03406815312455446,1.0,0.8230769230769232,0.7,0.8,1.0,0.5,0.5,0.5,0
QNCCF,2024-02-27,2024-02-28,0.10360000282526016,0.09211428809378829,39267,-451.0095603607062,0,-0.11086596928809528,1.0,0.43846153846153846,0.7,0.8,1.0,0.7,0.5,1.0,0
BRCHF,2024-02-27,2024-02-28,0.25200000405311584,0.25,16143,-32.28606542944908,0,-0.007936523892651563,1.0,1.0,0.7,0.8,1.0,0.5,0.5,0.5,0
SOL,2024-02-23,2024-02-29,1.9700000286102295,2.411428689956665,1793,791.4815897941589,1,0.22407545935816509,1.0,0.65,0.7,0.8,1.0,0.3,0.5,1.0,3
DMRC,2024-02-27,2024-02-29,38.91999816894531,35.47106851850237,97,-334.54617609296537,0,-0.08861587391324392,1.0,1.0,0.8999999999999999,0.5,1.0,0.5,0.5,0.5,1
MRAM,2024-02-26,2024-02-29,8.680000305175781,8.264821631567818,400,-166.0714694431853,0,-0.04783164274319174,1.0,1.0,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,2
LPSN,2024-02-23,2024-02-29,2.359999895095825,2.1424998470715115,1455,-316.4625698753764,0,-0.09216104139508122,1.0,1.0,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,3
IIIV,2024-02-26,2024-02-29,22.25,20.75535706111363,170,-254.08929961068264,0,-0.06717496354545477,1.0,0.44000000000000006,0.7,0.8,1.0,0.5,0.5,1.0,2
CMTL,2024-02-29,2024-03-01,6.599999904632568,6.599999904632568,610,0.0,0,0.0,1.0,0.4357142857142857,0.7,0.8,1.0,0.3,0.5,1.0,0
QBTS,2024-02-22,2024-03-01,1.9900000095367432,1.5980714516980308,1775,-695.6731901637145,0,-0.1969490230957086,1.0,0.7083241181712797,0.7,0.8,0.7332312346706213,0.7,0.5,1.0,5
VNET,2024-02-29,2024-03-01,1.590000033378601,1.5399999618530273,2535,-126.7501813173294,0,-0.031446585204987866,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
RPAY,2024-02-22,2024-03-01,8.289999961853027,9.325000252042498,426,440.91012362071456,1,0.12484925150206173,1.0,0.7083241181712797,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,5
INUV,2024-02-27,2024-03-01,0.47999998927116394,0.44142855597393854,8307,-320.4128964000514,0,-0.08035715449867528,1.0,0.43846153846153846,0.7,0.8,1.0,0.7,0.5,1.0,2
WHEN,2024-02-29,2024-03-01,0.0001500000071246177,9.999999747378752e-05,26876493,-1343.8249093804698,0,-0.3333333818397151,1.0,0.5428571428571429,0.7,0.8,1.0,1.0,0.5,0.5,0
SONO,2024-02-29,2024-03-01,19.170000076293945,19.229999542236328,210,12.59988784790039,1,0.0031298625823470657,1.0,0.8642857142857143,0.7,0.8,1.0,0.3,0.5,0.5,0
RMNI,2024-02-29,2024-03-01,3.190000057220459,3.200000047683716,1263,12.629987955093384,1,0.0031347931924396648,1.0,0.4714285714285714,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,0
PSFE,2024-02-29,2024-03-01,14.5,14.529999732971191,278,8.339925765991211,1,0.002068947101461476,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
IBEX,2024-02-29,2024-03-01,16.0,16.1200008392334,251,30.120210647583008,1,0.007500052452087402,1.0,0.8642857142857143,0.7,0.8,1.0,0.5,0.5,0.5,0
DRSHF,2024-02-29,2024-03-01,0.4909999966621399,0.4554600119590759,8210,-291.78327441215515,0,-0.0723828613944355,1.0,0.6857142857142857,0.7,0.8,1.0,0.5,0.5,0.5,0
USIO,2024-02-29,2024-03-01,1.7100000381469727,1.7699999809265137,2357,141.41986513137817,1,0.03508768505324682,1.0,0.65,0.7,0.8,1.0,0.5,0.5,0.5,0
AERG,2024-02-29,2024-03-01,1.875,1.940000057220459,2138,138.9701223373413,1,0.03466669718424479,1.0,0.9714285714285714,0.7,0.8,1.0,0.3,0.5,0.5,0
ALTS,2024-02-26,2024-03-01,1.0,1.563571389232363,3624,2042.3827145780838,1,0.563571389232363,1.0,0.9600000000000001,0.7,0.8,1.0,0.3,0.5,1.0,3
UPBD,2024-02-23,2024-03-04,32.91948043456053,31.320630352741443,106,-169.47810867282362,0,-0.048568509001756216,1.0,0.9833333333333333,0.8999999999999999,0.5,1.0,0.5,0.5,0.5,5
PRCH,2024-02-26,2024-03-04,2.759999990463257,3.5485714333398004,1264,996.754303795951,1,0.2857142918845389,1.0,1.0,0.7,0.8,1.0,0.5,0.5,1.0,4
ARBE,2024-03-01,2024-03-04,1.9500000476837158,1.8619999885559082,2046,-180.04812097549438,0,-0.04512823434662857,1.0,0.46896551724137936,0.7,0.8,1.0,0.7,0.5,0.5,0
KRKNF,2024-02-22,2024-03-04,0.6759999990463257,0.7951428677354541,5225,622.5214889006958,1,0.17624684742190896,1.0,1.0,0.7,0.8,0.7332312346706213,0.7,0.5,1.0,6
REKR,2024-03-01,2024-03-04,2.4200000762939453,2.549999952316284,1625,211.24979853630066,1,0.05371895534045778,1.0,0.8482758620689655,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
ARRY,2024-03-01,2024-03-04,13.680000305175781,13.319999694824219,287,-103.32017517089844,0,-0.026315833502968383,1.0,1.0,0.8999999999999999,0.8,1.0,0.7,0.5,0.0,0
HYSR,2024-03-01,2024-03-04,0.010999999940395355,0.010999999940395355,357633,0.0,0,0.0,1.0,0.8827586206896552,0.7,0.8,1.0,0.3,0.5,0.5,0
NOTE,2024-03-01,2024-03-04,1.6699999570846558,1.7999999523162842,2355,306.1499887704849,1,0.07784431052236156,1.0,0.9862068965517242,0.3,0.8,1.0,0.5,0.5,1.0,0
VERI,2024-03-01,2024-03-04,2.2899999618530273,2.299999952316284,1717,17.169983625411987,1,0.004366808135300151,1.0,0.7793103448275862,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
MVIS,2024-03-01,2024-03-04,2.3499999046325684,2.2300000190734863,1637,-196.43981266021729,0,-0.05106378316123569,1.0,1.0,0.8999999999999999,0.8,1.0,0.5,0.5,0.0,0
HIMX,2024-02-26,2024-03-04,5.19247581599971,5.732267339489325,696,375.6949003487717,1,0.103956482922143,1.0,0.84,0.8999999999999999,0.8,1.0,0.5,0.5,0.5,4
WNS,2024-03-01,2024-03-04,57.709999084472656,59.130001068115234,66,93.72013092041016,1,0.024605822321432703,1.0,0.8482758620689655,0.8999999999999999,0.5,1.0,0.3,0.5,0.5,0
POET,2024-02-27,2024-03-04,1.3799999952316284,1.246071423803057,2933,-392.8124999999999,0,-0.0970496897763336,1.0,0.6307692307692307,0.8999999999999999,0.8,1.0,0.5,0.5,1.0,3
III,2024-03-01,2024-03-04,4.131823308145334,3.998844623565674,927,-123.27124060534493,0,-0.032184020143724575,1.0,1.0,0.8999999999999999,0.8,1.0,0.5,0.5,0.0,0
LTRX,2024-03-01,2024-03-04,4.090000152587891,3.9800000190734863,937,-103.07012510299683,0,-0.02689489716639821,1.0,0.7448275862068966,0.8999999999999999,0.8,1.0,0.3,0.5,0.5,0
KN,2024-03-01,2024-03-04,16.3700008392334,16.5,234,30.419803619384766,1,0.007941304465607429,1.0,0.5379310344827587,0.7,0.8,1.0,0.3,0.5,1.0,0
MKFG,2024-03-04,2024-03-05,6.650000095367432,6.570000171661377,600,-47.99995422363281,0,-0.012030063542673447,1.0,0.9666666666666667,0.7,0.8,1.0,0.3,0.5,0.5,0
RXT,2024-02-26,2024-03-05,1.9700000286102295,1.7204643019608088,1771,-441.92777189612406,0,-0.12666787970833684,1.0,0.44000000000000006,0.7,0.8,1.0,0.5,0.5,1.0,5
CLFD,2024-03-04,2024-03-05,31.489999771118164,29.561428955623082,128,-246.85706438337047,0,-0.06124391329033665,1.0,1.0,0.7,0.5,1.0,0.5,0.5,0.5,0
VNET,2024-03-04,2024-03-05,1.5299999713897705,1.5499999523162842,2669,53.37994909286499,1,0.0130718832029433,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
NN,2024-02-22,2024-03-05,4.090000152587891,3.7439286964280267,863,-298.65966666596256,0,-0.08461404480410399,1.0,0.9257154225191058,0.7,0.8,0.7332312346706213,0.3,0.5,1.0,7
CSGS,2024-02-29,2024-03-05,53.92764743029883,51.784024380033,74,-158.62810571967145,0,-0.039749982660312606,1.0,1.0,0.7,0.5,1.0,0.3,0.5,1.0,2
OUST,2024-02-27,2024-03-05,5.630000114440918,5.125357406479972,707,-356.7823945283891,0,-0.0896345821852722,1.0,1.0,0.7,0.8,1.0,0.3,0.5,1.0,4
SPNS,2024-02-22,2024-03-05,30.14075388230854,28.826881047728932,117,-153.72312164581425,0,-0.04359123994409449,1.0,0.7083241181712797,0.7,0.8,0.7332312346706213,0.5,0.5,1.0,7
ACMR,2024-02-29,2024-03-05,31.709999084472656,28.5913919040135,127,-396.06311191831304,0,-0.09834775372119885,1.0,0.4357142857142857,0.7,0.5,1.0,1.0,0.5,1.0,2
VOXX,2024-02-22,2024-03-05,8.510000228881836,7.748214551380703,415,-316.14105616297024,0,-0.08951652843859292,1.0,1.0,0.7,0.8,0.7332312346706213,0.3,0.5,1.0,7
PSFE,2024-03-04,2024-03-05,14.520000457763672,13.859999656677246,284,-187.44022750854492,0,-0.04545459919276595,1.0,1.0,0.7,0.8,1.0,0.3,0.5,0.5,0
IBEX,2024-03-04,2024-03-05,16.59000015258789,15.577500173023768,249,-252.11249491146646,0,-0.06103073961733397,1.0,0.7000000000000001,0.7,0.8,1.0,0.5,0.5,0.5,0
DM,2024-03-04,2024-03-05,6.0,5.360000133514404,682,-436.47990894317627,0,-0.10666664441426595,1.0,0.7000000000000001,0.7,0.8,1.0,0.5,0.5,0.5,0
